date,BTC,ETH,SOL,VT,SUSA,SUSC,EEM,IWDA.AS,SPYG,LQD,AGGG.L
2025-05-16,-0.002759512972938749,-0.00424506834481575,-0.010106980317985736,0.004877255730775465,0.007505914987354201,0.0013192612137202797,-0.0006480881399870686,0.007284338671855517,0.00637156270959105,0.0018709073900839979,0.0008007320979179777
2025-05-17,-0.006025450533369225,-0.028534549049763824,-0.018677226786453116,,,,,,,,
2025-05-18,0.025889993518420695,-0.019852168045071727,0.02482416218452599,,,,,,,,
2025-05-19,0.01762995412791457,-0.007897710330974306,-0.013653289201489671,0.007641033978214917,0.00832177531206657,0.0021987686895339476,0.0015122056599696787,0.001396996457616373,0.006595126313436284,0.00196445275958812,0.0017158544955386823
2025-05-20,0.029838293888710066,-0.009333657663878614,-0.0032507831432120327,0.006584295236546911,0.00505833401321687,0.0004397537379068339,0.00043205875999130505,0.0036421693359278695,0.0017885088307625363,-0.00046772684752138804,0.0010295126973229873
2025-05-21,0.0569738259616408,0.0011338491235226567,0.026124475441810846,-0.006015282067956429,-0.012319490903157426,-0.008795074758135457,-0.0021602937999569694,-0.00379184752781514,-0.013525598032640085,-0.011599625818522252,0.003889270189887828
2025-05-22,0.07646568053260938,0.04572668351093001,0.062237720905490734,-0.006746870427572826,-0.013461695357754877,-0.005277044854881341,-0.005400734499892201,-0.011774684428478732,-0.010507489380728652,-0.00654817586529477,0.0005719514985129681
2025-05-23,0.03413914516570249,-0.008560757050266377,0.028606891660263534,-0.009022923101934643,-0.019988577955454168,-0.004397537379067895,-0.0012961762799743592,-0.022152372399341314,-0.018220433713391326,-0.005799812909261126,0.004003660489590555
2025-05-24,0.03861371857573315,-0.007003185762935682,0.04001418523553402,,,,,,,,
2025-05-25,0.05070267856790167,0.0013653269722695427,0.039068502866599575,,,,,,,,
2025-05-26,0.05470744104022107,0.006073351014578954,0.03416277557775271,,,,,-0.013221573616724047,,,
2025-05-27,0.05002609686063986,0.0444123601324522,0.04497901767243939,0.007072020809624435,0.0007342742922409329,0.0026385224274405594,-0.00367249945992687,-0.005837449483610313,0.004806617482673969,0.0031805425631428186,0.007435369480668141
2025-05-28,0.03885729569848406,0.052306147110057655,0.01826349075004452,0.00016257519102591544,-0.004976747980745877,0.0008795074758134458,-0.008209116439836128,-0.004540238487252379,0.001117818019226613,0.0007483629560334215,0.005719514985129237
2025-05-29,0.017209860672537047,0.03250105930540936,-0.01465807671848196,0.004226954966672025,-0.0026107530390797606,0.004837291116974285,-0.004536616979909591,-0.009429726088908907,0.004918399284596697,0.005238540692235505,0.01052390757263777
2025-05-30,0.00237824925667085,-0.006630467192919265,-0.07630474614338889,0.00284506584295241,-0.004731989883332122,0.0070360598065080104,-0.016634262259667576,-0.009379833358279743,0.0025709814442209655,0.008138447146866179,0.009951956074125023
2025-05-31,0.008280851359855346,-0.007662309128858791,-0.07482711744192905,,,,,,,,
2025-06-01,0.018417725708457677,-0.003319156949828317,-0.06755718423074641,,,,,,,,
2025-06-02,0.02041220610440142,0.02371667111313358,-0.07264022696376837,0.009510648675012279,-0.0015501346169537467,0.0013192612137200577,-0.009505292719810043,-0.01411964276804889,0.010395707578806146,0.0015902712815714093,0.010867078471745506
2025-06-03,0.01600777673921372,0.018121969209522693,-0.0821561558011702,0.012111851731426038,0.0062005384678140985,,-0.007128969539857533,-0.0015466746495037542,0.017214397496087663,0.0020579981290924643,0.010638297872340496
2025-06-04,0.009316728593516732,0.023630357339024854,-0.09374076482061566,0.014469192001300701,0.006934812760055253,0.0070360598065082325,0.005184705119896327,,0.019226469930695433,0.009354536950420878,0.015442690459849029
2025-06-05,-0.02135375501402248,-0.05237676747069253,-0.1467580826289968,0.011705413753861249,0.004242473688504278,0.004837291116974507,0.010369410239792654,-0.0006984982288082975,0.011513525598032537,0.006267539756781737,0.014070006863417861
2025-06-06,0.005892485173639939,-0.02769887478225408,-0.1254802293279743,0.01959031051861504,0.011258872481030968,0.0004397537379068339,0.013609850939727774,0.0031432420296362285,0.02202101497876141,0.00018709073900824436,0.010867078471745506
2025-06-07,0.01765731801353998,-0.008906012146702169,-0.11253620190318558,,,,,,,,
2025-06-08,0.019250782592675986,-0.014932282920858131,-0.09846917666528743,,,,,,,,
2025-06-09,0.06277044118388098,0.05196481536699027,-0.046988592706424526,0.021297350024386263,0.010361426123847384,0.0026385224274407815,0.022251026139554986,0.002444743800828153,0.022579923988374606,0.0031805425631430406,0.01201098146877122
2025-06-10,0.06276167317827586,0.1050124762637119,-0.02387847981559188,0.02617460575516173,0.014930243942236965,0.004397537379067895,0.02808381939943838,0.002993563837748958,0.027833668678739043,0.005612722170252438,0.01178220086936621
2025-06-11,0.04704796185782656,0.08770656455485604,-0.048348011111767786,0.02422370346285163,0.01142204454597362,0.0074758135444152884,0.032404406999351876,0.0022451728783117186,0.02604515984797673,0.0087932647333957,0.01487073896133606
2025-06-12,0.018640394510149427,0.03725616358814188,-0.09929664873810506,0.028613233620549572,0.015175002039650831,0.011873350923482962,0.03413264203931732,-0.006386269520530785,0.03029286832103728,0.014405986903648138,0.022191718142301475
2025-06-13,0.02247182025627037,0.012307559517270361,-0.12134286896388669,0.015688505933994623,0.00032634412988485906,0.006596306068601621,0.017714409159645728,-0.009679189742054506,0.01732617929801017,0.008325537885874645,0.017501715854495448
2025-06-14,0.016177355748723476,-0.006618697132813711,-0.14463029729889465,,,,,,,,
2025-06-15,0.017466830682970613,-0.0003177916228560562,-0.09575033985460124,,,,,,,,
