date,open,high,low,close,volume
2024-09-18,94.965,94.965,94.54,94.655,76786.0
2024-09-19,95.5,96.18,95.38,95.985,164548.0
2024-09-20,95.665,95.85,95.2,95.375,129286.0
2024-09-23,95.615,96.125,95.555,96.005,182402.0
2024-09-24,96.365,96.41,95.66,96.04,120712.0
2024-09-25,95.615,96.1,95.6,96.08,89922.0
2024-09-26,96.78,97.12,96.3,96.32,188819.0
2024-09-27,96.7,96.765,96.44,96.665,68115.0
2024-09-30,96.405,96.57,95.835,96.365,176411.0
2024-10-01,96.91,97.325,96.17,96.555,173526.0
2024-10-02,96.55,96.945,96.18,96.92,149554.0
2024-10-03,96.69,96.835,96.26,96.69,108373.0
2024-10-04,96.59,97.9,96.51,97.29,156368.0
2024-10-07,97.725,97.77,97.26,97.59,119132.0
2024-10-08,96.735,97.59,96.655,97.54,151790.0
2024-10-09,97.505,98.255,97.415,98.255,94330.0
2024-10-10,98.505,98.505,98.025,98.47,96613.0
2024-10-11,98.295,98.95,98.07,98.83,83547.0
2024-10-14,99.0,99.755,98.925,99.625,223608.0
2024-10-15,99.96,100.02,99.255,99.385,142710.0
2024-10-16,99.24,99.475,99.02,99.385,107517.0
2024-10-17,99.885,100.75,99.8,100.235,102012.0
2024-10-18,100.055,100.28,99.87,100.125,150888.0
2024-10-21,100.18,100.265,99.69,99.715,164336.0
2024-10-22,99.89,99.96,99.435,99.86,75827.0
2024-10-23,100.1,100.25,99.48,99.495,78186.0
2024-10-24,99.73,99.98,99.37,99.39,89339.0
2024-10-25,99.38,99.95,99.27,99.73,97732.0
2024-10-28,99.875,99.925,99.43,99.66,125169.0
2024-10-29,99.84,99.915,99.55,99.77,97502.0
2024-10-30,99.765,99.795,99.07,99.29,105010.0
2024-10-31,98.3,98.365,97.375,97.55,182444.0
2024-11-01,97.46,98.44,97.45,98.31,120069.0
2024-11-04,97.67,97.8,97.215,97.475,166414.0
2024-11-05,97.525,98.03,97.33,97.99,95544.0
2024-11-06,101.035,101.915,100.635,100.99,306476.0
2024-11-07,101.42,101.71,101.285,101.65,146312.0
2024-11-08,102.05,102.355,101.43,102.35,106590.0
2024-11-11,103.075,103.665,103.015,103.495,188088.0
2024-11-12,103.32,103.53,103.03,103.115,184079.0
2024-11-13,102.85,103.485,102.485,103.485,147185.0
2024-11-14,103.525,104.16,103.25,103.425,158023.0
2024-11-15,102.61,102.73,102.07,102.14,242774.0
2024-11-18,102.115,102.405,101.74,102.405,144713.0
2024-11-19,102.425,102.44,101.11,102.28,154772.0
2024-11-20,102.735,102.91,102.06,102.36,143748.0
2024-11-21,102.74,103.745,102.44,103.745,105962.0
2024-11-22,103.97,105.12,103.9,104.88,142351.0
2024-11-25,105.085,105.14,104.47,104.685,168566.0
2024-11-26,104.475,104.91,104.15,104.805,99447.0
2024-11-27,104.72,104.735,103.82,103.935,138488.0
2024-11-28,104.495,104.545,104.24,104.435,133272.0
2024-11-29,104.29,104.84,104.21,104.83,89400.0
2024-12-02,105.17,105.795,105.035,105.7,142930.0
2024-12-03,105.755,105.8,105.43,105.63,167135.0
2024-12-04,105.89,106.41,105.76,105.955,141283.0
2024-12-05,106.04,106.24,105.69,105.865,133004.0
2024-12-06,105.56,106.185,105.37,105.89,100988.0
2024-12-09,106.12,106.145,105.26,105.55,136299.0
2024-12-10,105.47,105.94,105.415,105.71,80828.0
2024-12-11,105.6,106.41,105.5,106.345,113373.0
