date,BTC,ETH,SOL,VT,SUSA,SUSC,EEM,IWDA.AS,SPYG,LQD,AGGG.L
2025-01-10,0.023271740417670994,0.01482535471183466,0.014435553633217912,-0.01601016518424392,-0.015525412649125658,-0.005312084993359889,-0.016985645933014215,-0.009605325725154601,-0.01385759351059035,-0.005754174134515622,-0.004965712934499877
2025-01-11,0.021800494967769923,0.01963458545238783,0.016598183391003607,,,,,,,,
2025-01-12,0.02120188305586823,0.014666911063405452,0.018598615916955108,,,,,,,,
2025-01-13,0.02116763035260605,-0.025702045165760024,-0.011948529411764719,-0.015671325709445072,-0.01233861742114728,-0.00750332005312071,-0.02368421052631564,-0.011222063718497433,-0.01712483100495721,-0.008584095840015182,-0.01064081343107115
2025-01-14,0.04308622691238129,0.001603076913517576,0.01367863321799323,-0.01228293096145694,-0.008988396796862363,-0.007082779991146371,-0.012679425837320402,-0.012553495007132764,-0.01949076160432628,-0.0074521271578154025,-0.006384488058642668
2025-01-15,0.08604008927745577,0.07231554518595362,0.11321366782006925,0.0027954256670903455,0.006537015852263295,0.0026560424966801666,0.0002392344497610388,0.0029481692819779415,0.0039432176656151174,0.004433544005282508,0.001773468905178488
2025-01-16,0.0803300447856794,0.027625116114340154,0.14121972318339115,0.0037272342227872013,0.00808955711717596,0.00486941124391338,-0.000956937799042934,0.005896338563956105,-0.00033799008562418464,0.006414489199132234,-0.010404350910380833
2025-01-17,0.1249041572624805,0.07973754275648415,0.18706747404844282,0.012113511224058016,0.016669390423271757,0.005312084993360111,0.006937799043062354,0.014883499762244234,0.01273095989184303,0.007263465710781958,-0.012059588555214051
2025-01-18,0.12844828554955146,0.026488049931496116,0.4164684256055362,,,,,,,,
2025-01-19,0.09361350243723643,-0.0027277161435439456,0.3642949826989619,,,,,,,,
2025-01-20,0.10370886542080449,0.01913440060146443,0.3064987024221453,,,,,0.00979553019495949,,,-0.008985575786238043
2025-01-21,0.14707937896499312,0.03378888471205177,0.3533737024221453,0.024396442185515177,0.02663833959797346,0.009296148738380028,0.017703349282296665,0.010556348074179489,0.02309598918431721,0.013111970568814302,-0.00780326318278568
2025-01-22,0.12015102740821315,0.007002587912924074,0.39073313148788924,0.027022448115205933,0.030233698316718405,0.007525453740593324,0.018421052631579116,0.019400855920113758,0.03560162235241093,0.009904725969248185,-0.0054386379758808445
2025-01-23,0.12295229343999092,0.03723736411903755,0.3685121107266436,0.03252858958068683,0.0325216538650106,0.005976095617530097,0.02081339712918684,0.02073228720874898,0.04067147363677326,0.008489765116498349,-0.007566800662095141
2025-01-24,0.13293538967690477,0.028243357017033954,0.36986375432525964,0.032613299449386624,0.02957999673149203,0.007525453740593546,0.027511961722488154,0.016262482168330594,0.03672825597115792,0.010470710310348075,-0.003310475289666659
2025-01-25,0.13167430671231917,0.030930685563919313,0.38602941176470607,,,,,,,,
2025-01-26,0.10822082166724378,0.003936237305090851,0.29968641868512114,,,,,,,,
2025-01-27,0.10281192002717687,-0.011457650498165717,0.2698421280276817,0.020838627700127788,0.015280274554665851,0.013501549358123421,0.008851674641148444,-0.0004279600570616937,-0.0009013068949977887,0.0174511838505802,0.001537006384487949
2025-01-28,0.09446571401650816,-0.04434868786911961,0.2266976643598615,0.027445997458704685,0.021899003105082526,0.012394864984506926,0.016267942583731987,0.01269614835948607,0.019152771518701872,0.016036222997830363,-0.004492787893119021
2025-01-29,0.1210169616793284,-0.0325524029066645,0.23356401384083036,0.024311732316815604,0.01650596502696522,0.011828242585215198,0.016507177033492804,0.015882073228720595,0.012167643082469315,0.01471559286859736,-0.004611019153464291
2025-01-30,0.13177241855636357,0.008907018432277258,0.2884948096885813,0.03295213892418536,0.024023533257067964,0.013280212483400389,0.033732057416267835,0.01835473133618626,0.021293375394321412,0.016979530232997142,-2.220446049250313e-16
2025-01-31,0.10658123012370657,0.025220500744063346,0.2527573529411766,0.025582380347311195,0.01740480470665129,0.011066843736166954,0.022009569377990257,0.02881597717546347,0.016223524109959087,0.013677954909914414,-0.00035469378103591964
2025-02-01,0.08726778396031198,-0.03169804990042935,0.1512759515570936,,,,,,,,
2025-02-02,0.055421089983687555,-0.10859914067621301,0.09996756055363343,,,,,,,,
2025-02-03,0.09630477082888422,-0.1041347578763584,0.17041522491349492,0.01753494282083934,0.009396960287628486,0.008410801239487009,0.014593301435406492,0.01992391821207784,0.007773771969355137,0.011602678992548077,-0.004492787893119132
2025-02-04,0.05670183853815858,-0.15121737536543034,0.1175389273356402,0.027022448115206155,0.013646020591599806,0.01018149623727349,0.03277511961722479,0.01954350927246762,0.018814781433077687,0.013583624186397802,0.0005911563017257926
2025-02-05,0.04420316758626619,-0.13374818644157338,0.06039143598615926,0.032443879711987256,0.0201830364438631,0.01593625498008011,0.030143540669856472,0.016785544460294677,0.023095989184316768,0.020658428450146316,0.006975644360368571
2025-02-06,0.04340671119590023,-0.16518837707102962,0.024924307958477554,0.0358322744599755,0.018875633273410353,0.01416555998229363,0.034449760765550286,0.02829291488349961,0.03132041460117141,0.0187718139798132,0.004965712934499544
2025-02-07,0.04310913408301631,-0.18511810265284412,0.038386678200692304,0.027445997458704907,0.00972381108024134,0.010624169986720222,0.03349282296650724,0.026343319067998028,0.02174402884182025,0.014338269974530693,0.0014187751241425683
2025-02-08,0.04245184955953296,-0.18211388680910057,0.07812500000000022,,,,,,,,
2025-02-09,0.042447203293790814,-0.18358958745623422,0.08407223183391022,,,,,,,,
